Mean_time	Mean_qlow	Mean_qup	Priors
t_n1132	33.479	19.2	48.54	0
t_n1133	26.473	15.09	44.43	0
t_n1134	45.408	31.4	56.61	0
t_n1135	43.293	29.13	54.73	0
t_n1136	26.025	15.71	41.14	0
t_n1137	69.462	57.52	81.75	0
t_n1138	60.361	49.34	73.29	0
t_n1139	56.24	45.2	69.17	0
t_n1140	47.58	35.81	58.76	0
t_n1141_Nyctaginaceae	37.899	25.31	50.97	ST(0.175,0.098,353.5,3.326)
t_n1142	26.919	16.91	40.85	0
t_n1143	45.462	32.88	56.84	0
t_n1144	34.604	16.33	55.58	0
t_n1145	69.664	51.02	85.49	0
t_n1146	64.113	44.92	80.98	0
t_n1147_Amaranthaceae	39.907	19.85	61.67	ST(0.126,0.03,21.612,3)
t_n1148	35.693	17.83	56.41	0
t_n1149	70.467	45.96	93.15	0
t_n1150	109.305	98.1	121.15	0
t_n1151	103.214	91.17	116.11	0
t_n1152	81.023	65.83	97.33	0
t_n1153_Polygonaceae	41.1	35.28	54.95	ST(0.351,0.046,18.638,2.307)
t_n1154	28.718	17.12	45.31	0
t_n1155	53.687	35.48	73.8	0
t_n1156	54.452	33.46	76.82	0
t_n1157	89.334	72.05	105.87	0
t_n1158	71.164	51.83	90.78	0
t_n1159	55.709	37.72	76.77	0
t_n1160	18.527	5.7	32.96	0
t_n1161	80.93	60.32	99.78	0
t_n1162	48.12	16.38	117.06	0
t_n1163_Santalales	117.538	90.18	139.21	ST(0.736,0.108,10.859,3.449)
t_n1164	108.014	82.22	130.79	0
t_n1165	88.325	65.21	110.71	0
t_n1166	76.512	51.98	101.02	0
t_n1167	69.132	46.74	94.31	0
t_n1168	64.328	42.74	92.78	0
t_n1169	54.212	32.47	81.38	0
t_n1170	109.233	65.58	143.97	0
t_n1171_Buxaceae	50.128	31.19	82.47	ST(0.3,0.053,385.069,2.797)
t_n1172	43.799	24.27	74.69	0
t_n1173	15.193	4.77	25.01	0
t_n1174_Proteales	118.18	115.09	128.82	ST(1.15,0.025,325.746,3.553)
t_n1175	97.216	75.39	114.27	0
t_n1176_Proteaceae	70.124	65.13	86.76	ST(0.651,0.038,12.919,2.559)
t_n1177	32.329	17.28	51.93	0
t_n1178	75.763	45.86	102.86	0
t_n1179_Ranunculales	140	127.01	158	ST(1.15,0.076,574.125,2.308)
t_n1180	136.76	124.56	154.25	0
t_n1181	126.906	118.56	141.3	0
t_n1182_Menispermaceae	96.619	91.99	106.89	ST(0.925,0.036,4.382,2.831)
t_n1183_Ranunculaceae	82.16	68.15	95.24	ST(0.65,0.1,76.684,2.991)
t_n1184	66.245	50.07	82.47	0
t_n1185	58.401	42.07	76.09	0
t_n1186_Berberidaceae	51.189	47.55	59.25	ST(0.475,0.048,22.374,3.075)
t_n1187	54.147	30.81	76.73	0
t_n1188_Lardizabalaceae	122.064	116.22	134.45	ST(1.177,0.391,41.935,4.188)
t_n1189	66.258	40.03	99	0
t_n1190	55.431	28.19	87.78	0
t_n1191	89.356	55.49	118.84	0
t_n1192	78.264	46.92	109.16	0
t_n1193	169.691	153.19	187.1	0
t_n1194	154.585	139.42	171.59	0
t_n1195	133.494	120.81	147.62	0
t_n1196	124.972	112.66	138.97	0
t_n1197	120.843	108.18	134.81	0
t_n1198_Arecaceae	108.918	93.21	123.28	ST(0.889,0.04,3.358,6.699)
t_n1199	105.428	89.47	119.15	0
