Mean_time	Mean_qlow	Mean_qup	Priors
t_n1039	39.537	21.84	55.11	0
t_n1040	18.637	5.94	30.53	0
t_n1041	102.865	88.25	112.59	0
t_n1042	86.595	64.97	103	0
t_n1043	72.14	48.1	95.08	0
t_n1044	61.769	32.84	87.83	0
t_n1045	29.1	16.84	52.92	0
t_n1046	18.665	5.55	33.68	0
t_n1047	67.853	45.46	91.2	0
t_n1048	57.849	35.46	81.53	0
t_n1049	112.512	107.15	118.05	0
t_n1050	111.174	105.49	116.9	0
t_n1051	102.226	95.92	108.35	0
t_n1052	99.214	92.7	105.28	0
t_n1053	97.533	90.74	103.71	0
t_n1054_Lamiales	85.074	75.89	94.59	B(0.75,0.99,0.025,0.025)
t_n1055	77.738	68.43	88.03	0
t_n1056	75.042	65.53	85.59	0
t_n1057	64.768	54.87	76.27	0
t_n1058	59.986	50.52	72.09	0
t_n1059	58.527	49.2	70.62	0
t_n1060	57.34	48.16	69.49	0
t_n1061	56.681	47.54	68.85	0
t_n1062	54.165	44.41	66.5	0
t_n1063	45.601	31.84	57.87	0
t_n1064	43.458	29.18	55.82	0
t_n1065	32.718	19.89	47.36	0
t_n1066	44.14	22.47	59.81	0
t_n1067	54.678	45.17	67.1	0
t_n1068	51.212	41.28	63.84	0
t_n1069	46.442	34.71	59.26	0
t_n1070	57.578	46.58	70.45	0
t_n1071	46.145	26.87	61.83	0
t_n1072	56.458	44.31	70.17	0
t_n1073	51.564	37.73	66.52	0
t_n1074	40.161	18.69	64.79	0
t_n1075_Solanales	89.052	78.1	97.71	B(0.56,1.02,0.025,0.025)
t_n1076	79.07	65.43	90.8	0
t_n1077	27.281	18.1	48.35	0
t_n1078	21.764	13.16	39.89	0
t_n1079	46.332	26.26	63.83	0
t_n1080	78.691	64.66	90.73	0
t_n1081	60.164	42.71	76.99	0
t_n1082	96.033	87.98	102.49	0
t_n1083_Gentianales	80.799	72.83	90.91	B(0.73,1,0.025,0.025)
t_n1084	72.231	58.01	83.75	0
t_n1085	68.664	53.73	80.51	0
t_n1086	65.066	49.65	77.43	0
t_n1087	40.484	20.99	58.08	0
t_n1088	64.083	46.8	79.7	0
t_n1089	56.363	39.01	73.8	0
t_n1090_Boraginaceae	66.533	54.59	84.39	B(0.55,0.97,0.025,0.025)
t_n1091	62.726	48.07	81.15	0
t_n1092	102.479	82.89	114.04	0
t_n1093_Garryales	82.08	64.71	102.14	B(0.65,1.08,0.025,0.025)
t_n1094_Ericales	112.669	108.15	116.81	B(1.13,1.58,0.025,0.025)
t_n1095	104.459	91.4	112.18	0
t_n1096	96.79	79.99	105.95	0
t_n1097	96.055	79.25	105.33	0
t_n1098	89.985	72.82	101.56	0
t_n1099	88.635	71.57	100.64	0
t_n1100	79.955	62	95.56	0
t_n1101	66.627	48.45	84.54	0
t_n1102	56.488	38.21	75.78	0
t_n1103	69.627	48.45	88.03	0
t_n1104	72.776	50.06	91.57	0
t_n1105	94.826	77.73	104.44	0
t_n1106_Primulaceae	88.773	71.54	99.85	B(0.7,1.23,0.025,0.025)
t_n1107	69.546	52.52	84.57	0
t_n1108	54.024	38.09	70.82	0
t_n1109	37.056	21.07	54.12	0
t_n1110	80.083	51.08	98.4	0
t_n1111	87.279	64.02	101.2	0
t_n1112	6.092	0.05	28.67	0
t_n1113	64.188	44.28	86.12	0
t_n1114	57.11	36.14	79.53	0
t_n1115_Cornales	104.889	90.75	118.31	B(0.9,1.2,0.025,0.025)
t_n1116	100.249	82.56	115.05	0
t_n1117	78.825	50.03	102.37	0
t_n1118	45.894	20.28	75.53	0
t_n1119	96.125	73.33	112.64	0
t_n1120_Caryophyllales	110.5	102.46	118.78	B(0.89,1.47,0.025,0.025)
t_n1121	104.338	95.81	113.34	0
t_n1122	99.864	90.59	109.05	0
t_n1123	96.12	86.02	105.26	0
t_n1124	79.657	68.98	89.66	0
t_n1125	76.111	65.27	86.17	0
t_n1126	72.858	62.03	82.9	0
t_n1127	71.53	60.75	81.56	0
t_n1128	62.96	50.46	74.14	0
t_n1129	45.702	31.82	56.41	0
t_n1130	44.993	31.13	55.74	0
t_n1131	35.857	23.55	49.38	0
t_n1132	29.963	18.57	45.47	0
t_n1133	24.575	15.79	41.02	0
t_n1134	42.086	28.08	52.97	0
t_n1135	40.084	26.17	51.28	0
t_n1136	24.447	16.1	38.28	0
t_n1137	64.935	52.64	75.98	0
t_n1138	56.341	44.15	68.25	0
t_n1139	52.499	39.39	64.74	0
t_n1140	43.787	24.29	56.04	0
t_n1141_Nyctaginaceae	34.162	17.57	49.32	B(0.18,0.56,0.025,0.025)
t_n1142	24.62	12.09	39.67	0
t_n1143	41.7	22.38	54.05	0
t_n1144	31.815	17.22	52.12	0
t_n1145	61.834	44.62	78.25	0
t_n1146	55.776	37.36	73.95	0
t_n1147_Amaranthaceae	18.752	13.46	25.13	B(0.13,0.25,0.025,0.025)
t_n1148	17.311	11.83	24.16	0
t_n1149	66.442	43.31	86.7	0
t_n1150	103.575	94.48	113.09	0
t_n1151	98.081	87.32	108.27	0
t_n1152	77.814	64.03	92.19	0
t_n1153_Polygonaceae	44.81	34.93	56.7	B(0.35,0.57,0.025,0.025)
t_n1154	31.558	18.45	49.16	0
t_n1155	51.698	32.74	70.6	0
t_n1156	51.938	29.89	73.75	0
t_n1157	84.238	67.77	100.21	0
t_n1158	67.085	48.76	85.51	0
t_n1159	52.567	34.33	72.48	0
t_n1160	17.866	3.32	32.78	0
t_n1161	75.906	56.17	94.64	0
t_n1162	49.129	17.59	113.75	0
t_n1163_Santalales	108.756	94.31	116.59	B(0.73,1.15,0.025,0.025)
t_n1164	100.392	84.12	111.83	0
t_n1165	82.149	64.21	99.16	0
t_n1166	70.678	49.82	90.15	0
t_n1167	64.27	44.69	83.87	0
t_n1168	59.554	37.6	84.97	0
t_n1169	50.03	27.26	74.98	0
t_n1170	99.394	59.56	126.25	0
t_n1171_Buxaceae	47.141	32.34	53.77	B(0.3,0.53,0.025,0.025)
t_n1172	40.786	24.79	50.61	0
t_n1173	12.829	3.6	24.87	0
t_n1174_Proteales	120.494	115.22	124.1	B(1.15,1.24,0.025,0.025)
t_n1175	99.491	77.23	116.19	0
t_n1176_Proteaceae	73.307	64.98	82.03	B(0.65,0.82,0.025,0.025)
t_n1177	32.741	18.14	53.54	0
t_n1178	77.598	45.03	105.18	0
t_n1179_Ranunculales	132.031	120.56	140.71	B(1.15,1.56,0.025,0.025)
t_n1180	129.08	117.56	138.25	0
t_n1181	120.43	109.34	130.01	0
t_n1182_Menispermaceae	100.723	92.52	107.1	B(0.92,1.07,0.025,0.025)
t_n1183_Ranunculaceae	89.377	72.76	100.91	B(0.65,1.05,0.025,0.025)
t_n1184	71.703	51.67	88.3	0
t_n1185	62.937	43.28	81.27	0
t_n1186_Berberidaceae	55.827	47.82	65.66	B(0.48,0.66,0.025,0.025)
t_n1187	55.339	28.89	79.83	0
t_n1188_Lardizabalaceae	115.668	103.41	124.79	B(1.19,2.53,0.025,0.025)
t_n1189	63.596	36.2	96.24	0
t_n1190	53.397	25.17	84.99	0
t_n1191	86.452	52.55	114.96	0
t_n1192	75.628	44.45	105.76	0
t_n1193	140.038	131.69	148	0
t_n1194	131.276	123.16	139.25	0
t_n1195	119.672	112.75	126.79	0
t_n1196	113.483	107.32	120.9	0
t_n1197	110.162	104.46	117.2	0
t_n1198_Arecaceae	100.656	98.36	102.28	B(0.88,1.01,0.025,0.025)
t_n1199	98.815	95.88	100.85	0
t_n1200_Poales	83.785	75.18	92.04	B(0.73,0.93,0.025,0.025)
t_n1201_Poaceae	73.858	67.75	83.38	B(0.7,1.14,0.025,0.025)
t_n1202	45.258	29.51	58.65	0
t_n1203	37.144	23.31	50.89	0
t_n1204	21.626	12.82	32.89	0
t_n1205_Typhaceae	75.777	65.05	87.54	B(0.65,1,0.025,0.025)
t_n1206	53.696	29.55	73.57	0
t_n1207	94.221	90.08	97.41	0
t_n1208_Zingiberales	87.095	81.96	90.43	B(0.89,1.23,0.025,0.025)
t_n1209	59.546	23.58	85.63	0
t_n1210	76.662	54.19	90.27	0
t_n1211	34.368	17.15	64.97	0
t_n1212_Asparagales	103.675	95.21	111.85	B(0.7,1.2,0.025,0.025)
t_n1213	97.142	83.51	106.88	0
t_n1214	83.038	67.38	97.77	0
t_n1215	62.153	48.46	78.03	0
t_n1216	55.672	42.77	71.88	0
t_n1217	51.741	37.87	68.29	0
t_n1218	46.815	31.04	63.45	0
t_n1219	49.543	34.98	66.4	0
t_n1220	20.732	9.44	33.2	0
t_n1221_Orchidaceae	76.516	52.26	92.91	B(0.86,2.61,0.025,0.025)
t_n1222	89.862	68.89	104.85	0
t_n1223	67.69	45.32	88.72	0
