Mean_time	Mean_qlow	Mean_qup	Priors
t_n1218	46.815	30.73	63.45	0
t_n1219	49.57	34.93	66.48	0
t_n1220	20.689	9.36	33.21	0
t_n1221_Orchidaceae	77.841	59.77	93.04	B(0.86,2.61,0.025,0.025)
t_n1222	89.865	68.89	104.88	0
t_n1223	67.662	45.35	88.79	0
t_n1224	112.8	105.07	121.02	0
t_n1225_Pandanales	99.347	92.1	105.96	B(1,1.69,0.025,0.025)
t_n1226_Alismatales	107.059	99.32	111.46	B(0.83,1.1,0.025,0.025)
t_n1227	101.471	92.94	108.34	0
t_n1228	75.752	62.67	88.55	0
t_n1229	57.042	39.43	74.98	0
t_n1230	52.712	38.09	69.12	0
t_n1231	62.934	39.27	85.75	0
t_n1232_Araceae	83.408	73.48	90.25	B(0.73,0.9,0.025,0.025)
t_n1233	56.942	34.74	75.87	0
t_n1234	48.174	24.36	68.94	0
t_n1235	148.544	141.4	155.29	0
t_n1236	141.295	133.55	148.81	0
t_n1237_Laurales	128.765	120.36	134.98	B(1.15,1.35,0.025,0.025)
t_n1238	116.498	110.16	123.69	0
t_n1239_Lauraceae	112.29	106.72	118.8	B(1.12,1.59,0.025,0.025)
t_n1240_Monimiaceae	108.617	98.34	116.24	B(0.85,2.27,0.025,0.025)
t_n1241	92.026	61.61	107.46	0
t_n1242	77.234	49.59	99.82	0
t_n1243	95.436	57.97	110.68	0
