Mean_time	Mean_qlow	Mean_qup	Priors
t_n1204	21.555	12.69	33.33	0
t_n1205_Typhaceae	76.713	65.65	87.99	B(0.65,1,1e-300,1e-300)
t_n1206	54.037	28.55	74.13	0
t_n1207	95.333	92.86	97.55	0
t_n1208_Zingiberales	89.761	89.02	91.59	B(0.89,1.23,1e-300,1e-300)
t_n1209	59.205	22.75	88.11	0
t_n1210	77.568	53.38	91.34	0
t_n1211	33.775	16.4	64.34	0
t_n1212_Asparagales	104.385	98.04	111.03	B(0.7,1.2,1e-300,1e-300)
t_n1213	98.06	85.83	106.59	0
t_n1214	83.964	66.75	98.15	0
t_n1215	61.876	47.96	77.29	0
t_n1216	55.397	41.99	69.29	0
t_n1217	51.54	37.04	65.68	0
t_n1218	46.574	29.92	61.29	0
t_n1219	49.197	34.19	64.07	0
t_n1220	20.39	8.89	33.07	0
t_n1221_Orchidaceae	89.432	86.1	96.73	B(0.86,2.61,1e-300,1e-300)
t_n1222	89.244	66.54	104.09	0
t_n1223	66.473	44.08	88.97	0
t_n1224	112.232	106.77	118.29	0
t_n1225_Pandanales	101.877	100.05	106.31	B(1,1.69,1e-300,1e-300)
t_n1226_Alismatales	106.114	98.29	109.87	B(0.83,1.1,1e-300,1e-300)
t_n1227	100.532	91.3	107.11	0
t_n1228	75.062	60.77	88.14	0
t_n1229	56.159	37.97	74.22	0
t_n1230	52.145	36.46	67.45	0
t_n1231	61.628	37.41	85.56	0
t_n1232_Araceae	83.088	73.88	89.73	B(0.73,0.9,1e-300,1e-300)
t_n1233	56.424	33.81	75.23	0
t_n1234	47.646	23.48	66.57	0
t_n1235	139.172	134.74	142.74	0
t_n1236	134.187	128.61	138.96	0
t_n1237_Laurales	125.459	120.07	131.91	B(1.15,1.35,1e-300,1e-300)
t_n1238	117.115	113.56	122.05	0
